timestamp,device_name,fcnt,dr,rssi,snr,channel,co2,humidity,temperature,PM1.0,PM2.5,PM10
115951,MKR1310,242,5,-93,10.5,6,1254,51.2,15.6,13,13,13
121452,MKR1310,243,5,-89,9.0,2,1227,52.3,15.2,12,12,13
122952,MKR1310,244,5,-88,9.0,5,1200,52.0,15.3,12,12,12
124452,MKR1310,245,5,-90,9.2,3,1255,51.7,15.8,12,12,12
125952,MKR1310,246,5,-89,10.2,6,1146,49.2,15.8,12,12,12
131452,MKR1310,247,5,-90,10.2,3,1061,50.0,15.5,10,10,10
132952,MKR1310,248,5,-90,9.0,5,1025,49.6,15.1,10,10,10
134452,MKR1310,249,5,-89,10.2,0,1025,49.4,15.4,9,9,9
135952,MKR1310,250,5,-91,10.5,2,1016,49.3,15.4,9,9,9
141452,MKR1310,251,5,-89,9.5,4,1012,49.7,15.2,9,9,9
142952,MKR1310,252,5,-90,10.0,6,994,49.5,15.2,8,8,8
144452,MKR1310,253,5,-90,10.8,2,945,48.5,15.3,8,8,8
145953,MKR1310,254,5,-91,10.2,0,930,48.6,15.2,7,7,7
151453,MKR1310,255,5,-91,10.0,1,849,48.6,14.9,8,8,8
152953,MKR1310,256,5,-88,11.0,0,846,46.7,15.2,7,7,7
154453,MKR1310,257,5,-91,9.0,0,889,47.6,15.3,6,6,6
155953,MKR1310,258,5,-87,9.5,5,855,46.7,15.3,6,6,6
161453,MKR1310,259,5,-84,8.8,3,842,47.0,15.1,5,5,5
162953,MKR1310,260,5,-89,10.2,5,866,46.2,14.9,5,5,5
164453,MKR1310,261,5,-91,10.5,1,862,45.9,15.2,5,5,5
165953,MKR1310,262,5,-91,10.0,2,855,46.0,15.2,5,5,5
171453,MKR1310,263,5,-90,10.0,5,841,45.6,15.2,5,5,5
172953,MKR1310,264,5,-85,10.0,6,825,45.5,15.1,5,5,5
174453,MKR1310,265,5,-88,9.5,1,821,45.7,14.9,5,5,5
175954,MKR1310,266,5,-89,9.8,3,826,45.6,14.9,5,5,5
181454,MKR1310,267,5,-93,10.0,5,801,46.0,15.2,5,5,5
182954,MKR1310,268,5,-95,8.8,1,820,46.5,15.2,5,5,5
184454,MKR1310,269,5,-92,9.8,4,809,46.2,15.2,5,5,5
185954,MKR1310,270,5,-93,10.0,4,804,46.1,15.2,5,5,5
191454,MKR1310,271,5,-94,9.2,0,811,46.0,15.3,5,5,5
192954,MKR1310,272,5,-95,10.5,6,837,46.4,14.9,5,5,5
194454,MKR1310,273,5,-96,9.0,5,1090,47.3,15.7,5,5,5
195954,MKR1310,274,5,-93,10.0,6,1214,52.2,15.7,11,11,11
201454,MKR1310,275,5,-94,10.0,6,1167,51.6,15.5,7,7,7
202954,MKR1310,276,5,-93,10.2,0,1157,50.4,15.6,6,6,6
204455,MKR1310,277,5,-89,12.0,5,1135,49.6,15.5,6,6,6
205955,MKR1310,278,5,-90,9.0,6,1125,48.5,15.6,6,6,6
211455,MKR1310,279,5,-89,9.5,5,1122,48.5,15.6,5,5,5
212955,MKR1310,280,5,-91,8.8,0,1124,48.2,15.7,5,5,5
214455,MKR1310,281,5,-91,10.0,3,1118,47.9,15.8,5,5,5
215955,MKR1310,282,5,-93,9.8,4,1121,47.7,15.7,5,5,5
221455,MKR1310,283,5,-99,8.0,2,1139,48.0,15.5,5,5,5
222955,MKR1310,284,5,-94,10.0,5,1150,47.8,15.7,5,5,5
224455,MKR1310,285,5,-90,10.5,0,1182,47.9,15.6,5,5,5
225955,MKR1310,286,5,-97,9.0,3,1212,47.9,15.5,5,5,5
231455,MKR1310,287,5,-91,11.2,6,1170,48.0,15.5,5,5,5
232955,MKR1310,288,5,-88,9.5,2,1152,47.5,15.6,5,5,5
234456,MKR1310,289,5,-88,9.8,1,1139,47.4,15.6,5,5,5
235956,MKR1310,290,5,-103,8.8,6,1147,48.7,15.7,5,5,5
1456,MKR1310,291,5,-90,10.0,4,1163,49.5,15.6,5,5,5
