timestamp,device_name,fcnt,dr,rssi,snr,channel,co2,humidity,temperature,PM1.0,PM2.5,PM10
174438,MKR1310,73,5,-91,11,2,834,50.5,15.5,6,6,6
175938,MKR1310,74,5,-95,9.8,3,822,49.8,15.6,5,5,5
181438,MKR1310,75,5,-90,9.2,2,846,51.1,15.4,5,5,5
182938,MKR1310,76,5,-89,8.8,1,856,50.8,15.6,6,6,6
184439,MKR1310,77,5,-90,9.8,3,839,50.2,15.6,6,6,6
185939,MKR1310,78,5,-89,10,4,854,49.8,15.7,6,6,6
191439,MKR1310,79,5,-86,9.8,1,1381,55.2,16.29,19,19,19
192939,MKR1310,80,5,-90,10.2,5,1898,57,16.6,30,30,30
194439,MKR1310,81,5,-92,8.8,4,1962,66.4,16.7,30,30,30
195939,MKR1310,82,5,-87,10,4,1653,66.4,16.4,27,27,27
201439,MKR1310,83,5,-90,9.5,0,1589,61.6,16.6,24,24,24
202939,MKR1310,84,5,-89,9.5,4,1572,60.2,16.29,20,20,20
204439,MKR1310,85,5,-93,10,3,1539,58.3,16.5,18,18,18
205939,MKR1310,86,5,-94,9,2,1503,57.7,16.29,17,17,17
211439,MKR1310,87,5,-93,10,6,1481,56.4,16.4,15,15,15
212939,MKR1310,88,5,-91,10.5,1,1457,56.1,16.29,14,14,14
214440,MKR1310,89,5,-93,9.2,0,1439,54.7,16.6,14,14,14
215940,MKR1310,90,5,-89,8.5,5,1438,54.7,16.6,12,12,12
221440,MKR1310,91,5,-94,10.5,6,1383,54.1,16.4,11,11,11
222940,MKR1310,92,5,-90,9.5,5,1364,53.4,16.6,12,12,12
224440,MKR1310,93,5,-90,9.8,2,1357,53.2,16.4,11,11,11
225940,MKR1310,94,5,-89,9.5,5,1337,53.3,16.4,10,10,10
231440,MKR1310,95,5,-94,10.2,6,1317,52.3,16.5,10,10,10
232940,MKR1310,96,5,-83,10,5,1334,52.3,16.4,9,9,9
234440,MKR1310,97,5,-84,10.5,3,1290,51.7,16.2,8,8,8
235940,MKR1310,98,5,-85,10,2,1298,51.2,16.5,8,8,8
1440,MKR1310,99,5,-85,9.8,0,1256,51,16.29,8,8,8
2941,MKR1310,100,5,-87,9.5,0,1232,50.4,16.4,7,7,7
4441,MKR1310,101,5,-93,10.8,1,1200,50.6,16.29,8,8,8
5941,MKR1310,102,5,-95,9.2,5,1183,50.8,16.1,6,6,6
11441,MKR1310,103,5,-94,10.8,0,1155,50.4,16.4,7,7,7
12941,MKR1310,104,5,-97,10.2,6,1128,50.2,16.2,6,6,6
14441,MKR1310,105,5,-101,9,6,1100,50.4,16,6,6,6
15941,MKR1310,106,5,-107,7.5,3,1083,49.8,16.2,5,5,5
