timestamp,device_name,fcnt,dr,rssi,snr,channel,co2,humidity,temperature,PM1.0,PM2.5,PM10
144039,MKR1310,66,5,-106,8.2,4,911,46.9,19.9,10,10,10
145539,MKR1310,67,5,-107,8.2,3,871,44.0,19.79,13,13,13
151039,MKR1310,68,5,-101,9.0,3,854,46.4,19.79,10,10,10
152539,MKR1310,69,5,-102,9.5,3,892,46.4,19.79,9,9,9
154039,MKR1310,70,5,-103,9.5,0,819,45.0,19.79,11,11,11
155539,MKR1310,71,5,-101,8.8,0,827,46.0,19.79,11,11,11
161039,MKR1310,72,5,-106,9.2,2,795,44.4,19.7,12,12,12
162539,MKR1310,73,5,-99,9.8,2,784,42.9,19.7,13,13,13
164039,MKR1310,74,5,-101,9.5,6,844,45.3,19.79,10,10,10
165539,MKR1310,75,5,-102,9.0,2,769,44.1,19.7,13,13,13
171040,MKR1310,76,5,-99,8.5,2,801,43.6,19.7,13,13,13
172540,MKR1310,77,5,-109,7.2,1,803,44.4,19.7,12,12,12
174040,MKR1310,78,5,-103,10.0,4,768,44.5,19.6,13,13,13
175540,MKR1310,79,5,-103,9.5,2,809,44.8,19.7,13,13,13
181040,MKR1310,80,5,-109,8.0,4,780,44.6,19.6,15,15,15
182540,MKR1310,81,5,-103,10.5,1,836,46.8,19.6,12,12,12
184040,MKR1310,82,5,-102,8.8,3,859,47.2,19.79,10,10,10
185540,MKR1310,83,5,-102,9.0,2,1098,49.9,19.79,11,11,11
191040,MKR1310,84,5,-102,10.2,5,970,48.3,19.9,11,11,11
192540,MKR1310,85,5,-107,9.5,0,974,48.3,19.79,11,11,11
194040,MKR1310,86,5,-109,7.8,1,971,47.9,19.9,12,12,12
195541,MKR1310,87,5,-97,10.0,4,1100,55.5,20.0,10,10,10
201041,MKR1310,88,5,-106,8.0,5,974,48.3,19.79,14,14,14
202541,MKR1310,89,5,-99,9.0,1,948,48.2,19.79,24,24,24
204041,MKR1310,90,5,-99,9.0,0,988,47.9,19.9,20,20,20
205541,MKR1310,91,5,-101,9.0,2,995,47.8,19.9,18,18,18
211041,MKR1310,92,5,-103,10.2,6,1009,47.5,19.9,19,19,19
212541,MKR1310,93,5,-101,9.0,0,1035,47.6,20.0,16,16,16
214041,MKR1310,94,5,-107,8.2,6,1034,47.4,20.0,15,15,15
215541,MKR1310,95,5,-101,9.2,6,997,46.6,19.9,19,19,19
221041,MKR1310,96,5,-101,9.8,1,1068,47.2,20.1,15,15,15
222541,MKR1310,97,5,-105,10.0,6,1072,47.3,20.1,15,15,15
224041,MKR1310,98,5,-102,9.8,6,1030,47.8,20.1,14,14,14
225542,MKR1310,99,5,-107,9.2,0,1060,46.9,20.0,15,15,15
231042,MKR1310,100,5,-101,8.8,6,1079,46.5,20.1,18,18,18
232542,MKR1310,101,5,-95,9.0,2,1142,47.7,20.1,16,16,16
234042,MKR1310,102,5,-97,10.0,4,1115,46.9,20.0,18,18,18
235542,MKR1310,103,5,-96,9.5,5,1064,46.5,20.0,18,18,18
1042,MKR1310,104,5,-99,10.0,3,1122,46.9,20.1,18,18,18
2542,MKR1310,105,5,-96,9.8,2,1086,47.3,20.0,16,16,16
4042,MKR1310,106,5,-99,9.0,2,1104,46.6,20.1,19,19,19
5542,MKR1310,107,5,-95,11.0,1,1126,50.0,20.1,20,20,20
11042,MKR1310,108,5,-94,9.5,1,1128,50.4,20.2,15,15,15
12542,MKR1310,109,5,-95,10.0,3,1083,51.0,20.1,18,18,18
14042,MKR1310,110,5,-96,9.8,4,1057,51.3,20.0,20,20,20
15543,MKR1310,111,5,-96,9.2,3,1026,51.5,19.9,19,19,19
21043,MKR1310,112,5,-95,9.5,3,1020,51.6,20.2,18,18,18
22543,MKR1310,113,5,-97,9.8,0,1005,52.4,20.0,20,20,20
24043,MKR1310,114,5,-96,9.8,1,991,51.2,20.0,20,20,20
25543,MKR1310,115,5,-95,9.5,3,981,51.9,19.79,21,21,21
31043,MKR1310,116,5,-96,10.0,3,988,51.2,19.7,21,21,21
32543,MKR1310,117,5,-94,9.5,5,986,51.5,20.0,19,19,19
34043,MKR1310,118,5,-95,9.5,0,1114,51.6,19.7,20,20,20
35543,MKR1310,119,5,-95,9.2,4,1008,51.0,19.7,21,21,21
41043,MKR1310,120,5,-94,8.2,5,1042,50.8,19.79,20,20,20
42543,MKR1310,121,5,-95,9.2,3,1053,50.6,19.7,21,21,21
44044,MKR1310,122,5,-94,9.8,1,1021,50.5,19.6,22,22,22
45544,MKR1310,123,5,-94,10.0,4,1016,50.2,19.7,21,21,21
51044,MKR1310,124,5,-95,10.0,6,1020,50.4,19.9,19,19,19
52544,MKR1310,125,5,-96,10.2,3,1027,50.2,19.9,19,19,19
54044,MKR1310,126,5,-93,9.2,5,1004,50.0,19.7,21,21,21
55544,MKR1310,127,5,-93,9.0,1,974,50.0,19.7,21,21,21
61044,MKR1310,128,5,-94,9.0,2,989,49.8,19.6,21,21,21
62544,MKR1310,129,5,-93,10.5,5,982,49.6,19.7,19,19,19
64044,MKR1310,130,5,-96,8.5,3,992,49.6,19.6,22,22,22
65544,MKR1310,131,5,-96,10.8,3,972,49.0,19.7,20,20,20
71044,MKR1310,132,5,-96,9.2,5,925,48.1,19.6,21,21,21
72545,MKR1310,133,5,-94,9.8,1,924,47.8,19.6,22,22,22
74045,MKR1310,134,5,-93,9.0,6,976,48.0,19.4,23,23,23
75545,MKR1310,135,5,-96,9.8,3,1178,47.3,19.9,29,29,29
81045,MKR1310,136,5,-95,9.8,4,1187,50.7,19.6,37,37,37
82545,MKR1310,137,5,-94,9.8,0,1358,52.2,19.7,59,59,59
84045,MKR1310,138,5,-96,9.5,6,1313,53.2,19.7,56,56,56
85545,MKR1310,139,5,-94,9.5,5,1357,52.0,19.9,50,50,50
91045,MKR1310,140,5,-94,9.8,2,1242,51.0,19.9,45,45,45
92545,MKR1310,141,5,-95,9.0,6,1223,50.7,19.9,40,40,40
94045,MKR1310,142,5,-95,10.0,5,1163,50.3,19.79,36,36,36
95545,MKR1310,143,5,-94,11.0,5,1181,51.3,19.79,31,31,31
101045,MKR1310,144,5,-95,9.0,1,1138,50.1,19.79,31,31,31
102546,MKR1310,145,5,-96,9.5,4,1161,50.7,19.7,30,30,30
104046,MKR1310,146,5,-96,9.8,5,1118,50.6,19.7,30,30,30
105546,MKR1310,147,5,-101,10.2,3,1115,50.3,19.79,30,30,30
111046,MKR1310,148,5,-97,9.0,0,1139,50.8,19.7,29,29,29
114046,MKR1310,150,5,-96,10.0,3,1113,50.4,19.7,28,28,28
115546,MKR1310,151,5,-101,9.2,1,1094,50.1,19.7,27,27,27
121046,MKR1310,152,5,-97,11.5,4,1115,49.8,19.7,28,28,28
122546,MKR1310,153,5,-99,9.5,2,1116,49.8,19.7,25,25,25
124046,MKR1310,154,5,-97,10.5,0,1378,54.0,19.9,30,30,30
125546,MKR1310,155,5,-119,4.0,0,1531,55.2,19.79,30,30,30
131047,MKR1310,156,5,-97,10.0,4,1376,52.9,20.0,23,23,23
132547,MKR1310,157,5,-97,9.0,6,1206,49.9,20.0,30,30,30
134047,MKR1310,158,5,-96,8.0,3,1006,46.5,20.0,33,33,33
135547,MKR1310,159,5,-99,9.2,3,987,46.3,20.0,31,31,31
141047,MKR1310,160,5,-96,9.5,2,997,46.9,19.9,27,27,27
142547,MKR1310,161,5,-94,10.5,1,1034,47.8,19.79,24,24,24
144047,MKR1310,162,5,-95,9.2,4,957,47.5,19.79,24,24,24
145547,MKR1310,163,5,-99,9.2,3,945,46.6,19.7,25,25,25
151047,MKR1310,164,5,-99,10.8,6,1073,48.0,19.79,21,21,21
152547,MKR1310,165,5,-97,11.0,6,1092,48.5,19.7,21,21,21
154047,MKR1310,166,5,-99,10.2,0,988,47.6,19.79,21,21,21
155547,MKR1310,167,5,-93,9.2,0,1000,47.7,19.79,19,19,19
161048,MKR1310,168,5,-95,10.2,2,967,47.0,19.79,19,19,19
162548,MKR1310,169,5,-96,10.0,4,950,47.0,19.7,15,15,15
164048,MKR1310,170,5,-95,9.2,5,924,46.2,19.79,15,15,15
165548,MKR1310,171,5,-93,9.5,4,948,46.7,19.6,15,15,15
171048,MKR1310,172,5,-96,9.2,4,946,46.8,19.7,13,13,13
172548,MKR1310,173,5,-99,9.2,0,934,46.8,19.7,14,14,14
174048,MKR1310,174,5,-95,9.8,6,951,47.2,19.79,14,14,14
175548,MKR1310,175,5,-96,10.0,5,981,47.3,19.7,13,13,13
181048,MKR1310,176,5,-97,9.0,2,987,47.4,19.79,12,12,12
182548,MKR1310,177,5,-99,10.2,6,1040,47.3,19.7,13,13,13
184048,MKR1310,178,5,-96,9.0,3,1070,48.1,19.79,12,12,12
185549,MKR1310,179,5,-91,9.8,5,1090,48.3,19.7,12,12,12
191049,MKR1310,180,5,-95,9.8,6,1038,47.5,19.6,12,12,12
192549,MKR1310,181,5,-97,9.0,4,1262,49.5,19.79,13,13,13
194049,MKR1310,182,5,-97,11.0,6,1479,52.2,19.7,21,21,21
195549,MKR1310,183,5,-97,8.8,3,1032,43.0,19.4,31,31,31
201049,MKR1310,184,5,-97,9.5,0,928,40.7,19.4,27,27,27
202549,MKR1310,185,5,-94,8.8,0,983,42.6,19.29,25,25,25
204049,MKR1310,186,5,-97,9.5,1,1071,54.6,19.5,23,23,23
205549,MKR1310,187,5,-100,9.2,6,1210,54.7,19.6,20,20,20
211049,MKR1310,188,5,-93,10.0,5,1174,50.3,19.6,18,18,18
212549,MKR1310,189,5,-92,10.0,5,1162,48.4,19.6,18,18,18
214049,MKR1310,190,5,-95,9.2,2,1200,48.7,19.7,16,16,16
215550,MKR1310,191,5,-99,9.8,5,1299,49.3,19.7,15,15,15
221050,MKR1310,192,5,-99,10.2,1,1306,48.6,19.7,14,14,14
222550,MKR1310,193,5,-95,9.2,4,1316,48.5,19.7,14,14,14
224050,MKR1310,194,5,-97,10.5,4,1326,48.5,19.7,14,14,14
225550,MKR1310,195,5,-97,10.0,4,1310,48.1,19.7,13,13,13
231050,MKR1310,196,5,-96,9.5,2,1252,47.8,19.7,14,14,14
232550,MKR1310,197,5,-94,9.8,1,1235,47.8,19.7,13,13,13
234050,MKR1310,198,5,-101,9.2,0,1250,48.4,19.7,13,13,13
235550,MKR1310,199,5,-101,8.8,2,1362,49.1,19.9,12,12,12
1050,MKR1310,200,5,-101,9.0,3,1363,49.0,20.0,11,11,11
2550,MKR1310,201,5,-97,10.2,5,1295,48.0,19.9,11,11,11
4051,MKR1310,202,5,-94,9.5,5,1265,47.9,19.9,11,11,11
5551,MKR1310,203,5,-99,9.2,3,1256,47.4,19.79,12,12,12
11051,MKR1310,204,5,-97,9.2,6,1259,47.5,19.7,12,12,12
12551,MKR1310,205,5,-99,9.0,3,1235,47.5,19.7,12,12,12
14051,MKR1310,206,5,-94,9.8,4,1210,47.0,19.7,12,12,12
15549,MKR1310,207,5,-97,9.0,1,1351,48.3,19.6,12,12,12
21050,MKR1310,208,5,-97,9.8,4,1243,47.5,19.7,11,11,11
22550,MKR1310,209,5,-96,9.0,6,1235,47.5,19.6,11,11,11
24050,MKR1310,210,5,-96,9.0,1,1214,47.6,19.6,11,11,11
25550,MKR1310,211,5,-97,9.8,4,1165,46.9,19.6,11,11,11
31050,MKR1310,212,5,-99,9.5,0,1162,46.9,19.5,11,11,11
32550,MKR1310,213,5,-94,9.2,5,1113,46.6,19.5,11,11,11
34050,MKR1310,214,5,-97,9.2,0,1089,46.1,19.4,11,11,11
35550,MKR1310,215,5,-99,9.8,6,1069,45.9,19.4,12,12,12
41050,MKR1310,216,5,-96,8.8,4,1041,45.8,19.4,11,11,11
42550,MKR1310,217,5,-99,9.5,1,1037,45.8,19.29,11,11,11
44050,MKR1310,218,5,-97,9.5,0,1035,45.9,19.29,11,11,11
45550,MKR1310,219,5,-96,8.8,1,1023,45.7,19.29,12,12,12
51051,MKR1310,220,5,-95,9.5,6,1026,45.8,19.2,12,12,12
52551,MKR1310,221,5,-99,10.2,6,1003,45.2,19.2,12,12,12
54051,MKR1310,222,5,-96,9.0,4,978,45.1,19.29,12,12,12
55551,MKR1310,223,5,-96,9.8,6,1009,45.4,19.2,11,11,11
61051,MKR1310,224,5,-97,9.2,2,978,45.0,19.1,12,12,12
62551,MKR1310,225,5,-96,10.0,4,957,45.0,19.1,11,11,11
64051,MKR1310,226,5,-97,9.5,2,975,45.2,19.0,11,11,11
65551,MKR1310,227,5,-97,10.2,5,951,45.2,19.0,12,12,12
71051,MKR1310,228,5,-94,10.5,5,944,44.6,19.0,12,12,12
72551,MKR1310,229,5,-99,10.5,6,948,44.5,19.0,11,11,11
74051,MKR1310,230,5,-97,10.5,5,917,44.0,18.9,13,13,13
75552,MKR1310,231,5,-99,9.5,6,1051,45.5,19.0,12,12,12
81052,MKR1310,232,5,-96,9.2,5,1218,46.3,19.29,18,18,18
82552,MKR1310,233,5,-95,10.8,5,1207,46.4,19.29,31,31,31
84052,MKR1310,234,5,-102,10.0,0,1311,52.8,19.4,31,31,31
85552,MKR1310,235,5,-94,9.5,0,1074,46.8,19.0,28,28,28
91052,MKR1310,236,5,-97,11.0,5,948,44.0,19.2,27,27,27
92552,MKR1310,237,5,-96,9.8,5,1199,47.5,19.29,21,21,21
94052,MKR1310,238,5,-95,8.5,4,1217,50.9,19.4,19,19,19
95552,MKR1310,239,5,-95,10.2,2,1177,51.5,19.4,18,18,18
101052,MKR1310,240,5,-96,10.0,3,1089,50.7,19.4,16,16,16
102552,MKR1310,241,5,-95,9.5,2,1096,51.1,19.5,15,15,15
104052,MKR1310,242,5,-95,9.5,5,1064,51.0,19.4,18,18,18
105553,MKR1310,243,5,-95,9.5,2,1069,51.7,19.5,14,14,14
111053,MKR1310,244,5,-99,10.8,3,1045,51.2,19.5,14,14,14
112553,MKR1310,245,5,-97,9.8,4,1030,50.9,19.5,15,15,15
114053,MKR1310,246,5,-95,7.8,5,1015,51.7,19.5,14,14,14
115553,MKR1310,247,5,-96,9.2,2,1019,51.7,19.5,13,13,13
121053,MKR1310,248,5,-95,9.2,5,990,51.8,19.6,14,14,14
122553,MKR1310,249,5,-95,9.0,0,1003,51.8,19.5,14,14,14
124053,MKR1310,250,5,-95,9.2,0,982,51.2,19.5,15,15,15
125553,MKR1310,251,5,-96,9.2,1,1086,52.4,19.7,14,14,14
131054,MKR1310,252,5,-97,10.2,2,997,50.7,19.79,28,28,28
132553,MKR1310,253,5,-99,10.2,0,949,49.1,19.7,28,28,28
134054,MKR1310,254,5,-103,8.2,2,828,46.6,20.0,30,30,30
135554,MKR1310,255,5,-99,10.8,2,827,47.7,19.79,27,27,27
141054,MKR1310,256,5,-97,9.2,0,867,48.9,19.7,22,22,22
142554,MKR1310,257,5,-97,9.8,6,1002,49.9,19.6,22,22,22
144054,MKR1310,258,5,-97,9.2,1,964,50.0,19.6,21,21,21
145554,MKR1310,259,5,-100,9.2,4,1060,51.5,19.7,20,20,20
151054,MKR1310,260,5,-97,9.8,6,1107,51.3,19.7,19,19,19
152554,MKR1310,261,5,-102,9.2,4,995,50.6,19.6,18,18,18
154054,MKR1310,262,5,-96,9.0,6,942,48.6,19.7,21,21,21
155554,MKR1310,263,5,-97,8.8,4,1004,50.2,19.7,16,16,16
161054,MKR1310,264,5,-96,9.2,6,1012,50.7,19.6,15,15,15
162555,MKR1310,265,5,-97,9.0,3,965,49.6,19.6,18,18,18
164055,MKR1310,266,5,-99,10.0,3,1020,50.6,19.6,16,16,16
165555,MKR1310,267,5,-99,9.5,2,1021,50.7,19.7,15,15,15
171055,MKR1310,268,5,-101,10.0,3,975,50.4,19.7,15,15,15
172555,MKR1310,269,5,-99,9.0,0,1076,57.5,19.7,15,15,15
174055,MKR1310,270,5,-101,9.0,6,1024,52.3,19.7,13,13,13
175555,MKR1310,271,5,-96,8.5,1,1004,51.3,19.7,14,14,14
181055,MKR1310,272,5,-102,9.2,4,1017,51.5,19.6,13,13,13
182555,MKR1310,273,5,-103,9.5,6,1021,51.5,19.7,13,13,13
184055,MKR1310,274,5,-103,9.0,1,1022,51.4,19.79,12,12,12
185555,MKR1310,275,5,-101,10.8,0,1022,51.2,19.7,13,13,13
191055,MKR1310,276,5,-99,9.5,1,995,51.0,19.7,13,13,13
192556,MKR1310,277,5,-97,10.2,3,997,50.8,19.6,12,12,12
194056,MKR1310,278,5,-102,9.5,0,1164,52.8,19.29,15,15,15
195556,MKR1310,279,5,-96,9.2,6,1272,54.7,19.7,23,23,23
201056,MKR1310,280,5,-99,10.2,2,1260,54.2,19.7,22,22,22
202556,MKR1310,281,5,-100,11.0,3,1322,62.6,19.9,20,20,20
204056,MKR1310,282,5,-99,9.0,6,1338,57.6,21.6,18,18,18
205556,MKR1310,283,5,-102,9.8,5,1287,41.1,27.2,19,19,19
211056,MKR1310,284,5,-97,9.8,1,1223,33.3,28.0,22,22,22
212556,MKR1310,285,5,-99,9.2,3,1214,36.0,26.4,19,19,19
214056,MKR1310,286,5,-99,10.0,0,1240,39.09,25.0,19,19,19
215556,MKR1310,287,5,-99,10.2,6,1187,41.1,23.9,19,19,19
221057,MKR1310,288,5,-99,10.2,1,1216,42.8,23.4,16,16,16
222557,MKR1310,289,5,-97,9.0,2,1230,43.4,22.9,18,18,18
224057,MKR1310,290,5,-96,8.8,6,1229,44.6,22.5,16,16,16
225557,MKR1310,291,5,-96,9.0,6,1269,45.9,22.3,15,15,15
231057,MKR1310,292,5,-100,10.2,2,1312,47.0,22.0,14,14,14
232557,MKR1310,293,5,-97,10.8,2,1334,47.5,21.7,14,14,14
234057,MKR1310,294,5,-94,8.5,0,1360,47.9,21.6,13,13,13
235557,MKR1310,295,5,-97,10.5,0,1330,48.1,21.4,14,14,14
1057,MKR1310,296,5,-93,9.8,5,1330,48.4,21.2,13,13,13
2557,MKR1310,297,5,-97,9.5,1,1313,49.0,21.2,13,13,13
4057,MKR1310,298,5,-101,9.0,2,1299,49.0,21.2,13,13,13
5557,MKR1310,299,5,-98,9.5,2,1241,48.5,20.9,13,13,13
11058,MKR1310,300,5,-100,9.0,0,1177,48.0,20.8,15,15,15
12558,MKR1310,301,5,-97,9.2,3,1161,48.3,20.8,14,14,14
14058,MKR1310,302,5,-97,10.0,4,1117,48.1,20.7,13,13,13
15558,MKR1310,303,5,-99,9.0,6,1140,48.2,20.6,13,13,13
21058,MKR1310,304,5,-96,9.2,6,1103,48.6,20.6,14,14,14
22558,MKR1310,305,5,-97,10.0,4,1067,47.8,20.5,14,14,14
24058,MKR1310,306,5,-97,9.2,6,1058,48.1,20.5,13,13,13
25558,MKR1310,307,5,-97,9.5,0,1071,48.2,20.5,15,15,15
31058,MKR1310,308,5,-94,8.8,5,1000,47.5,20.4,16,16,16
32558,MKR1310,309,5,-96,8.8,4,1020,48.1,20.4,15,15,15
34058,MKR1310,310,5,-99,9.8,0,1007,47.9,20.5,14,14,14
35558,MKR1310,311,5,-97,10.0,1,984,47.5,20.4,14,14,14
41059,MKR1310,312,5,-99,10.2,0,964,47.8,20.4,15,15,15
42559,MKR1310,313,5,-96,8.8,1,988,48.1,20.4,14,14,14
44059,MKR1310,314,5,-96,8.8,3,947,47.4,20.29,15,15,15
45559,MKR1310,315,5,-99,9.8,0,962,47.5,20.4,14,14,14
51059,MKR1310,316,5,-97,11.0,2,919,47.7,20.4,15,15,15
52559,MKR1310,317,5,-99,9.8,2,907,47.2,20.4,16,16,16
54059,MKR1310,318,5,-99,8.8,0,902,47.3,20.29,16,16,16
55559,MKR1310,319,5,-97,10.5,6,916,47.7,20.4,15,15,15
61059,MKR1310,320,5,-96,9.2,0,907,48.2,20.29,16,16,16
62559,MKR1310,321,5,-95,9.5,4,888,47.5,20.4,18,18,18
64059,MKR1310,322,5,-96,10.8,4,868,47.5,20.29,18,18,18
65600,MKR1310,323,5,-99,9.5,4,861,47.8,20.29,18,18,18
71100,MKR1310,324,5,-99,9.8,0,869,48.2,20.29,18,18,18
72600,MKR1310,325,5,-95,9.8,5,865,47.9,20.4,18,18,18
74100,MKR1310,326,5,-96,10.0,0,1298,53.5,20.0,22,22,22
75600,MKR1310,327,5,-95,10.5,0,1378,55.8,20.6,25,25,25
81100,MKR1310,328,5,-93,10.0,4,1350,59.4,20.8,25,25,25
82600,MKR1310,329,5,-97,8.5,5,1290,54.7,20.8,23,23,23
84100,MKR1310,330,5,-99,9.5,1,1427,55.2,20.8,20,20,20
85600,MKR1310,331,5,-99,9.5,3,1423,53.7,20.8,18,18,18
91100,MKR1310,332,5,-103,9.5,1,1348,52.8,20.8,20,20,20
92600,MKR1310,333,5,-99,9.0,5,1422,55.7,20.8,16,16,16
94100,MKR1310,334,5,-96,9.2,4,1406,55.2,20.9,18,18,18
95601,MKR1310,335,5,-97,9.2,3,1312,56.4,20.9,18,18,18
101101,MKR1310,336,5,-96,9.0,2,1293,56.3,20.8,18,18,18
102601,MKR1310,337,5,-97,10.0,4,1213,56.3,20.9,18,18,18
104101,MKR1310,338,5,-99,9.8,5,1242,56.7,20.8,16,16,16
105601,MKR1310,339,5,-99,8.8,0,1172,56.3,20.8,16,16,16
111101,MKR1310,340,5,-96,8.8,0,1082,55.7,20.8,18,18,18
112601,MKR1310,341,5,-97,9.8,5,1067,55.3,20.8,18,18,18
114101,MKR1310,342,5,-99,10.0,0,1060,56.1,20.8,15,15,15
115601,MKR1310,343,5,-99,10.2,4,1028,55.7,20.7,16,16,16
122601,MKR1310,345,5,-97,8.8,0,989,55.4,20.7,15,15,15
124102,MKR1310,346,5,-99,10.5,1,993,55.3,20.8,15,15,15
125602,MKR1310,347,5,-96,9.2,6,1070,55.1,21.2,16,16,16
131102,MKR1310,348,5,-97,9.8,0,1135,57.1,20.9,20,20,20
132602,MKR1310,349,5,-101,10.5,5,1079,56.6,21.0,18,18,18
134102,MKR1310,350,5,-97,9.5,4,1069,56.0,20.9,18,18,18
135602,MKR1310,351,5,-99,9.0,6,1122,56.5,20.9,15,15,15
141102,MKR1310,352,5,-99,9.0,3,1044,55.7,20.9,18,18,18
142602,MKR1310,353,5,-99,10.5,6,1106,56.5,20.9,16,16,16
144102,MKR1310,354,5,-99,9.2,3,1132,56.4,20.9,15,15,15
145602,MKR1310,355,5,-97,10.2,6,1128,56.6,20.8,15,15,15
151102,MKR1310,356,5,-101,8.0,3,1094,56.4,20.8,16,16,16
152602,MKR1310,357,5,-99,10.0,0,1139,56.2,20.9,16,16,16
154103,MKR1310,358,5,-96,11.0,5,957,55.7,20.8,19,19,19
155603,MKR1310,359,5,-102,9.2,5,1106,56.2,20.8,16,16,16
161103,MKR1310,360,5,-99,9.5,4,1059,55.8,20.8,16,16,16
